index,gender,Annual_income,income_type,Education,family_type,house_type,DAYS_BIRTH,working_day,FLAG_MOBIL,work_phone,phone,email,occyp_type,begin_month,car_reality,credit
222,M,144000.0,Working,Secondary / secondary special,Civil marriage,House / apartment,-16979,-1830,1,0,0,0,Security staff,-11.0,1,2.0
223,F,202500.0,Commercial associate,Secondary / secondary special,Married,Municipal apartment,-21276,-1128,1,0,1,0,Accountants,-17.0,1,2.0
224,F,270000.0,Working,Higher education,Married,House / apartment,-17573,-5792,1,1,1,0,Managers,-28.0,0,2.0
225,M,180000.0,Working,Secondary / secondary special,Married,House / apartment,-11498,-4491,1,0,0,0,,-12.0,1,1.0
226,F,315000.0,Commercial associate,Higher education,Married,With parents,-12621,-1327,1,0,0,0,Managers,-50.0,2,2.0
227,M,180000.0,Working,Secondary / secondary special,Married,House / apartment,-19565,-3246,1,0,0,0,,-49.0,2,1.0
228,M,292500.0,Commercial associate,Higher education,Single / not married,Rented apartment,-9990,-1221,1,0,1,0,Sales staff,-7.0,1,0.0
229,F,90000.0,Pensioner,Higher education,Married,House / apartment,-21340,0,1,0,0,0,,-51.0,1,2.0
230,F,103500.0,Working,Secondary / secondary special,Married,House / apartment,-17767,-11062,1,1,0,0,Medicine staff,-37.0,0,2.0
231,F,67500.0,Pensioner,Secondary / secondary special,Married,House / apartment,-22989,0,1,0,1,0,,-19.0,1,2.0
232,F,225000.0,Working,Higher education,Civil marriage,House / apartment,-11067,-492,1,0,0,0,Sales staff,-17.0,2,0.0
233,M,112500.0,Working,Secondary / secondary special,Married,House / apartment,-16076,-7679,1,0,0,0,,-27.0,2,1.0
234,M,450000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-18318,-923,1,0,1,1,Drivers,-59.0,2,1.0
235,M,247500.0,Commercial associate,Higher education,Civil marriage,House / apartment,-15995,-401,1,0,0,0,Core staff,-11.0,1,1.0
236,M,247500.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-17455,-1321,1,0,0,0,Drivers,-20.0,1,1.0
237,F,112500.0,State servant,Secondary / secondary special,Married,House / apartment,-14216,-6649,1,1,1,0,,-27.0,0,2.0
238,M,225000.0,Working,Secondary / secondary special,Married,House / apartment,-15634,-158,1,1,0,0,Laborers,-29.0,0,2.0
239,F,270000.0,Working,Higher education,Separated,House / apartment,-14052,-140,1,0,1,1,Sales staff,-37.0,2,2.0
240,M,382500.0,State servant,Higher education,Married,Office apartment,-11960,-4174,1,0,0,0,,-3.0,1,1.0
241,M,202500.0,Working,Secondary / secondary special,Married,House / apartment,-12703,-3141,1,0,1,0,Laborers,-18.0,0,1.0
242,F,180000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-13791,-1353,1,1,0,0,Accountants,-6.0,0,2.0
243,F,112500.0,Commercial associate,Secondary / secondary special,Single / not married,House / apartment,-15903,-762,1,0,0,0,Sales staff,-13.0,1,2.0
244,M,99000.0,Working,Secondary / secondary special,Single / not married,House / apartment,-17876,-5239,1,0,0,0,Laborers,-1.0,0,1.0
245,F,157500.0,State servant,Secondary / secondary special,Married,House / apartment,-13811,-3380,1,0,0,0,Laborers,-23.0,2,0.0
246,F,202500.0,Working,Higher education,Married,House / apartment,-20182,-7514,1,0,0,0,Accountants,-43.0,2,1.0
247,F,90000.0,Working,Secondary / secondary special,Married,House / apartment,-18474,-3021,1,0,0,1,Cleaning staff,-28.0,1,2.0
248,M,157500.0,Commercial associate,Higher education,Married,With parents,-14192,-626,1,0,0,0,Drivers,-47.0,2,2.0
249,M,180000.0,Working,Higher education,Married,House / apartment,-14972,-1063,1,0,0,0,Core staff,-43.0,0,1.0
250,M,180000.0,Commercial associate,Secondary / secondary special,Married,Municipal apartment,-12627,-2267,1,0,0,0,High skill tech staff,-11.0,1,1.0
251,F,202500.0,Pensioner,Secondary / secondary special,Married,House / apartment,-20565,0,1,0,1,0,,-14.0,0,2.0
252,F,90000.0,Working,Incomplete higher,Married,Rented apartment,-12383,-3480,1,0,0,0,Laborers,-6.0,1,1.0
253,F,225000.0,Commercial associate,Higher education,Single / not married,House / apartment,-19777,-6835,1,1,1,0,Core staff,-22.0,1,2.0
254,F,126000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-10302,-734,1,0,0,0,Core staff,-32.0,2,2.0
255,F,180000.0,State servant,Higher education,Married,House / apartment,-10969,-3485,1,0,0,1,High skill tech staff,-5.0,1,1.0
256,F,360000.0,Commercial associate,Secondary / secondary special,Single / not married,House / apartment,-13576,-3560,1,0,0,0,Sales staff,-25.0,1,2.0
257,F,157500.0,Pensioner,Secondary / secondary special,Widow,House / apartment,-23774,0,1,0,0,0,,-17.0,1,1.0
258,F,315000.0,Working,Secondary / secondary special,Separated,House / apartment,-15256,-3291,1,0,0,0,Laborers,-18.0,1,0.0
259,F,270000.0,Working,Secondary / secondary special,Married,House / apartment,-14512,-4596,1,0,0,0,Laborers,-46.0,2,2.0
260,F,180000.0,Working,Higher education,Civil marriage,House / apartment,-13767,-1882,1,0,0,0,Sales staff,-41.0,1,1.0
261,F,180000.0,Working,Secondary / secondary special,Married,House / apartment,-13361,-6586,1,1,0,0,Core staff,-18.0,1,2.0
262,M,180000.0,Commercial associate,Incomplete higher,Married,House / apartment,-11223,-2326,1,0,0,0,,-46.0,0,2.0
263,F,180000.0,Working,Incomplete higher,Married,With parents,-9911,-2665,1,0,0,0,,-38.0,0,2.0
264,F,81000.0,Pensioner,Secondary / secondary special,Married,House / apartment,-22791,0,1,0,0,0,,-33.0,0,2.0
265,F,67500.0,Commercial associate,Secondary / secondary special,Civil marriage,House / apartment,-9323,-1346,1,0,0,0,,-10.0,0,0.0
266,F,238500.0,Working,Higher education,Married,House / apartment,-20517,-2971,1,1,1,0,Sales staff,-12.0,1,2.0
267,F,202500.0,Pensioner,Higher education,Widow,House / apartment,-21269,0,1,0,0,1,,-39.0,2,2.0
268,F,630000.0,Working,Higher education,Separated,House / apartment,-22001,-1539,1,1,1,0,Accountants,-41.0,1,2.0
269,F,405000.0,Commercial associate,Secondary / secondary special,Single / not married,House / apartment,-13362,-1963,1,0,0,0,Sales staff,-25.0,1,2.0
270,M,135000.0,Working,Higher education,Married,House / apartment,-12725,-1631,1,0,0,0,Core staff,-42.0,1,0.0
271,F,112500.0,Working,Higher education,Married,With parents,-10475,-1792,1,1,1,0,Core staff,-11.0,1,2.0
272,F,67500.0,Pensioner,Secondary / secondary special,Married,House / apartment,-22844,0,1,0,0,0,,-13.0,1,2.0
273,M,135000.0,Working,Secondary / secondary special,Married,With parents,-16625,-561,1,0,0,0,,-23.0,1,2.0
274,M,184500.0,State servant,Higher education,Married,House / apartment,-13916,-169,1,0,0,0,Managers,-60.0,2,2.0
275,M,337500.0,State servant,Higher education,Married,House / apartment,-12794,-3574,1,0,0,0,,-2.0,1,1.0
276,F,67500.0,Pensioner,Secondary / secondary special,Separated,House / apartment,-21516,0,1,0,0,0,,-8.0,0,2.0
277,M,90000.0,Commercial associate,Secondary / secondary special,Married,With parents,-8316,-149,1,0,0,0,Laborers,-20.0,1,0.0
278,F,180000.0,Working,Higher education,Married,House / apartment,-14083,-7049,1,1,0,0,Core staff,0.0,1,1.0
279,M,112500.0,Pensioner,Secondary / secondary special,Married,House / apartment,-19987,0,1,0,0,0,,-35.0,2,1.0
280,F,112500.0,Working,Secondary / secondary special,Married,House / apartment,-22408,-2685,1,0,1,0,Cooking staff,-44.0,1,1.0
281,F,76500.0,Pensioner,Secondary / secondary special,Married,House / apartment,-24311,0,1,0,1,0,,-9.0,1,2.0
282,M,90000.0,Pensioner,Secondary / secondary special,Single / not married,House / apartment,-20644,0,1,0,0,0,,-5.0,0,2.0
283,M,252000.0,Commercial associate,Higher education,Married,House / apartment,-13796,-2682,1,0,0,0,Drivers,-33.0,2,2.0
284,M,180000.0,Pensioner,Secondary / secondary special,Civil marriage,House / apartment,-23289,0,1,0,1,0,,-22.0,2,2.0
285,F,112500.0,Working,Secondary / secondary special,Widow,House / apartment,-16917,-4081,1,1,0,0,Laborers,-3.0,1,0.0
286,M,562500.0,Working,Incomplete higher,Married,House / apartment,-13790,-5639,1,1,1,0,,-35.0,1,2.0
287,F,112500.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-18061,-869,1,0,0,0,,-16.0,0,2.0
288,F,270000.0,Working,Secondary / secondary special,Single / not married,House / apartment,-12922,-923,1,0,0,0,Core staff,-53.0,1,2.0
289,M,90000.0,State servant,Secondary / secondary special,Married,House / apartment,-14348,-727,1,0,0,1,,-5.0,0,2.0
290,F,135000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-12541,-4549,1,1,1,0,Laborers,-16.0,0,2.0
291,F,157500.0,State servant,Higher education,Married,House / apartment,-11588,-801,1,1,1,0,Core staff,-23.0,0,2.0
292,F,135000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-14201,-2139,1,0,1,0,,-31.0,0,0.0
293,F,301500.0,Pensioner,Higher education,Married,House / apartment,-21044,0,1,0,1,0,,-7.0,2,2.0
294,M,225000.0,Working,Secondary / secondary special,Married,House / apartment,-10328,-1156,1,0,0,0,Laborers,-20.0,2,1.0
295,F,135000.0,State servant,Higher education,Separated,With parents,-19514,-1991,1,1,0,0,IT staff,-42.0,0,2.0
296,M,247500.0,Working,Incomplete higher,Separated,House / apartment,-10370,-1550,1,1,1,0,Managers,-9.0,1,2.0
297,F,270000.0,Working,Secondary / secondary special,Civil marriage,Office apartment,-9184,-840,1,1,1,0,Sales staff,-25.0,0,2.0
298,M,315000.0,Working,Higher education,Married,House / apartment,-8440,-1206,1,0,0,0,Sales staff,-3.0,2,1.0
299,F,135000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-11768,-2086,1,0,0,1,Laborers,-54.0,1,2.0
300,M,315000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-15476,-2879,1,0,1,0,Laborers,-48.0,1,2.0
301,M,180000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-14070,-1565,1,1,1,0,Laborers,-17.0,0,1.0
302,F,256500.0,Commercial associate,Secondary / secondary special,Single / not married,House / apartment,-18554,-703,1,0,0,0,Core staff,-21.0,2,1.0
303,M,180000.0,Working,Secondary / secondary special,Married,House / apartment,-13052,-1009,1,0,0,0,High skill tech staff,-23.0,2,2.0
304,F,112500.0,Pensioner,Secondary / secondary special,Married,House / apartment,-18666,0,1,0,1,0,,-5.0,1,0.0
305,F,382500.0,State servant,Secondary / secondary special,Married,House / apartment,-18946,-4827,1,0,0,0,Security staff,-33.0,0,0.0
306,F,112500.0,Working,Secondary / secondary special,Married,Municipal apartment,-20589,-3680,1,0,0,0,,-33.0,1,1.0
307,M,450000.0,Commercial associate,Higher education,Married,House / apartment,-17841,-4305,1,1,1,0,Managers,-25.0,2,2.0
308,M,180000.0,Working,Secondary / secondary special,Married,House / apartment,-17158,-2990,1,0,0,0,Sales staff,-9.0,2,1.0
309,F,247500.0,Commercial associate,Secondary / secondary special,Civil marriage,House / apartment,-16306,-4904,1,1,1,0,Laborers,-55.0,0,2.0
310,F,315000.0,Commercial associate,Higher education,Married,House / apartment,-12883,-3627,1,0,0,0,Managers,-39.0,2,2.0
311,M,229500.0,Working,Secondary / secondary special,Single / not married,House / apartment,-16481,-1292,1,1,1,0,Drivers,-19.0,1,1.0
312,F,148500.0,Working,Higher education,Married,House / apartment,-17641,-889,1,0,0,0,Core staff,-20.0,1,2.0
313,F,135000.0,State servant,Higher education,Married,House / apartment,-18964,-8671,1,0,1,0,Core staff,-20.0,1,1.0
314,F,135000.0,Working,Secondary / secondary special,Married,House / apartment,-17143,-5507,1,0,1,0,,-3.0,0,1.0
315,F,166500.0,Working,Higher education,Married,House / apartment,-21466,-3992,1,0,0,0,Core staff,-14.0,0,2.0
316,F,463500.0,Working,Higher education,Married,House / apartment,-20848,-4090,1,1,1,0,Managers,-34.0,2,0.0
317,F,90000.0,Pensioner,Secondary / secondary special,Civil marriage,House / apartment,-23236,0,1,0,0,0,,-14.0,1,2.0
318,F,157500.0,State servant,Secondary / secondary special,Widow,House / apartment,-22887,-2052,1,0,1,0,Drivers,-7.0,1,1.0
319,F,225000.0,Commercial associate,Secondary / secondary special,Civil marriage,House / apartment,-12640,-399,1,0,0,0,Accountants,-21.0,0,2.0
320,F,135000.0,Working,Higher education,Civil marriage,Municipal apartment,-11008,-1285,1,1,1,0,Sales staff,-41.0,1,1.0
321,M,202500.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-15328,-2578,1,0,0,0,Security staff,-30.0,1,2.0
322,M,202500.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-16184,-1003,1,0,0,0,Drivers,-15.0,1,2.0
323,M,405000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-16510,-731,1,0,0,0,,-22.0,2,2.0
324,M,135000.0,Working,Secondary / secondary special,Married,House / apartment,-18820,-3185,1,0,1,0,Low-skill Laborers,-7.0,2,1.0
325,M,225000.0,Working,Higher education,Single / not married,With parents,-9444,-663,1,1,1,0,,-21.0,2,2.0
326,F,225000.0,Working,Secondary / secondary special,Widow,House / apartment,-14436,-401,1,0,0,0,Sales staff,-1.0,1,0.0
327,F,126000.0,Commercial associate,Secondary / secondary special,Married,Municipal apartment,-13658,-6383,1,1,1,0,Sales staff,-45.0,0,2.0
328,M,270000.0,Working,Secondary / secondary special,Married,House / apartment,-14488,-1630,1,0,1,0,Laborers,-22.0,2,2.0
329,F,90000.0,State servant,Secondary / secondary special,Separated,House / apartment,-14271,-302,1,0,0,0,,-14.0,1,2.0
330,F,270000.0,State servant,Secondary / secondary special,Separated,House / apartment,-19363,-12332,1,0,1,1,Medicine staff,-18.0,0,2.0
331,M,157500.0,Working,Higher education,Married,House / apartment,-15602,-611,1,0,0,0,,-37.0,1,2.0
332,F,180000.0,Working,Secondary / secondary special,Married,House / apartment,-17701,-10773,1,0,0,0,Medicine staff,-16.0,0,1.0
333,M,184500.0,State servant,Higher education,Married,House / apartment,-13916,-169,1,0,0,0,Managers,0.0,2,1.0
334,F,270000.0,Working,Secondary / secondary special,Separated,House / apartment,-16517,-991,1,0,0,0,Core staff,-60.0,0,2.0
335,F,99000.0,State servant,Higher education,Married,House / apartment,-18563,-8284,1,1,1,0,Laborers,-39.0,1,2.0
336,F,432000.0,Commercial associate,Incomplete higher,Married,House / apartment,-12719,-1218,1,0,1,1,Managers,-31.0,2,0.0
337,M,180000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-19161,-3347,1,1,1,0,Security staff,-11.0,1,0.0
338,F,247500.0,Pensioner,Secondary / secondary special,Married,House / apartment,-23132,0,1,0,0,0,,-28.0,1,2.0
339,F,180000.0,Working,Secondary / secondary special,Married,House / apartment,-12899,-157,1,0,1,0,Laborers,-37.0,1,2.0
340,F,117000.0,Working,Secondary / secondary special,Married,House / apartment,-17134,-1986,1,0,0,0,Sales staff,-20.0,2,2.0
341,F,121500.0,Working,Incomplete higher,Married,House / apartment,-11327,-101,1,1,1,0,Core staff,-26.0,2,2.0
342,F,112500.0,Working,Higher education,Married,House / apartment,-13671,-1974,1,0,0,0,Core staff,-12.0,2,0.0
343,F,90000.0,Pensioner,Secondary / secondary special,Married,House / apartment,-21567,0,1,0,0,0,,-36.0,2,2.0
344,F,99000.0,Working,Secondary / secondary special,Married,House / apartment,-21030,-2299,1,0,0,0,,-33.0,2,2.0
345,F,180000.0,Pensioner,Secondary / secondary special,Married,House / apartment,-17732,0,1,0,0,0,,-2.0,1,1.0
346,M,225000.0,Working,Higher education,Single / not married,House / apartment,-10166,-1774,1,1,0,0,,-40.0,0,2.0
347,F,135000.0,Working,Secondary / secondary special,Married,House / apartment,-14461,-1589,1,0,1,0,Laborers,-6.0,0,1.0
348,M,180000.0,Working,Secondary / secondary special,Married,House / apartment,-9145,-1509,1,0,0,0,Laborers,-34.0,2,2.0
349,M,135000.0,Commercial associate,Secondary / secondary special,Civil marriage,House / apartment,-19597,-765,1,0,1,0,Drivers,-11.0,0,2.0
350,F,787500.0,State servant,Higher education,Married,House / apartment,-17203,-1431,1,0,0,1,Managers,-1.0,1,1.0
351,F,270000.0,Working,Secondary / secondary special,Married,House / apartment,-18114,-10121,1,0,0,0,High skill tech staff,-34.0,1,2.0
352,F,81000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-17926,-399,1,0,0,0,Cooking staff,-16.0,1,2.0
353,F,180000.0,Working,Secondary / secondary special,Civil marriage,House / apartment,-10456,-1953,1,1,0,0,Medicine staff,-4.0,0,2.0
354,M,247500.0,Working,Secondary / secondary special,Married,House / apartment,-10952,-3577,1,1,0,0,Laborers,-44.0,2,2.0
355,F,225000.0,Commercial associate,Higher education,Single / not married,With parents,-9690,-1193,1,0,0,0,Core staff,-24.0,2,2.0
356,M,234000.0,Working,Secondary / secondary special,Married,Rented apartment,-15110,-1387,1,1,0,0,Laborers,-7.0,1,2.0
357,M,225000.0,Pensioner,Higher education,Married,House / apartment,-24166,0,1,0,0,0,,-31.0,2,1.0
358,M,81000.0,Pensioner,Secondary / secondary special,Married,House / apartment,-22952,0,1,0,1,0,,-33.0,2,2.0
359,F,135000.0,Working,Secondary / secondary special,Married,House / apartment,-10112,-3170,1,1,1,0,Laborers,-48.0,1,1.0
360,F,126000.0,Commercial associate,Higher education,Separated,House / apartment,-16236,-3000,1,0,0,0,Managers,-12.0,1,2.0
361,M,225000.0,Working,Secondary / secondary special,Married,Rented apartment,-12997,-5469,1,0,0,0,,-6.0,2,1.0
362,F,180000.0,Pensioner,Secondary / secondary special,Widow,House / apartment,-23029,0,1,0,0,0,,-9.0,0,0.0
363,M,306000.0,Working,Higher education,Married,House / apartment,-13053,-2866,1,1,0,0,Accountants,-17.0,1,1.0
364,F,67500.0,Pensioner,Secondary / secondary special,Widow,House / apartment,-22972,0,1,0,0,0,,-6.0,0,2.0
365,F,90000.0,Pensioner,Secondary / secondary special,Married,House / apartment,-21904,0,1,0,1,0,,-2.0,1,1.0
366,F,112500.0,State servant,Secondary / secondary special,Married,House / apartment,-14432,-4493,1,1,0,1,,-33.0,1,2.0
367,M,247500.0,Working,Secondary / secondary special,Married,House / apartment,-14567,-7369,1,1,0,0,Laborers,-24.0,2,2.0
368,F,108000.0,Working,Secondary / secondary special,Separated,House / apartment,-16416,-1782,1,0,0,0,Laborers,-55.0,1,2.0
369,M,135000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-18103,-3840,1,0,0,0,Laborers,-34.0,2,2.0
